,time,mph,acceleration
637,318.5,46.05,0.10000000000000142
638,319.0,46.1,0.25
639,319.5,46.3,0.3999999999999986
640,320.0,46.5,0.3500000000000014
641,320.5,46.65,0.29999999999999716
642,321.0,46.8,0.30000000000000426
643,321.5,46.95,0.30000000000000426
644,322.0,47.1,0.45000000000000284
645,322.5,47.400000000000006,0.6000000000000014
646,323.0,47.7,0.5999999999999943
647,323.5,48.0,0.5999999999999943
648,324.0,48.3,0.6499999999999986
649,324.5,48.65,0.7000000000000028
650,325.0,49.0,0.7000000000000028
651,325.5,49.35,0.7000000000000028
652,326.0,49.7,0.6499999999999986
653,326.5,50.0,0.5999999999999943
654,327.0,50.3,0.6499999999999986
655,327.5,50.65,0.7000000000000028
656,328.0,51.0,0.7000000000000028
657,328.5,51.35,0.7000000000000028
658,329.0,51.7,0.6999999999999957
659,329.5,52.05,0.6999999999999957
660,330.0,52.4,0.7000000000000028
661,330.5,52.75,0.7000000000000028
662,331.0,53.1,0.7000000000000028
663,331.5,53.45,0.6999999999999957
664,332.0,53.8,0.6999999999999957
665,332.5,54.15,0.7000000000000028
666,333.0,54.5,0.7000000000000028
667,333.5,54.85,0.7000000000000028
668,334.0,55.2,0.6499999999999986
669,334.5,55.5,0.5999999999999943
670,335.0,55.8,0.5999999999999943
671,335.5,56.099999999999994,0.6000000000000014
672,336.0,56.4,0.5500000000000043
673,336.5,56.65,0.5
674,337.0,56.9,0.30000000000000426
675,337.5,56.95,0.10000000000000142
676,338.0,57.0,0.09999999999999432
677,338.5,57.05,0.10000000000000142
678,339.0,57.1,0.15000000000000568
679,339.5,57.2,0.19999999999999574
680,340.0,57.3,0.25
681,340.5,57.45,0.30000000000000426
682,341.0,57.6,0.25
683,341.5,57.7,0.19999999999999574
684,342.0,57.8,0.19999999999999574
685,342.5,57.9,0.20000000000000284
686,343.0,58.0,0.14999999999999858
687,343.5,58.05,0.10000000000000142
688,344.0,58.1,0.20000000000000284
689,344.5,58.25,0.29999999999999716
690,345.0,58.4,0.29999999999999716
691,345.5,58.55,0.30000000000000426
692,346.0,58.7,0.20000000000000284
693,346.5,58.75,0.09999999999999432
694,347.0,58.8,0.09999999999999432
695,347.5,58.849999999999994,0.10000000000000142
696,348.0,58.9,0.10000000000000853
697,348.5,58.95,0.10000000000000142
698,349.0,59.0,0.04999999999999716
699,349.5,59.0,0.0
700,350.0,59.0,-0.04999999999999716
701,350.5,58.95,-0.10000000000000142
702,351.0,58.9,-0.10000000000000853
703,351.5,58.849999999999994,-0.10000000000000142
704,352.0,58.8,-0.14999999999999147
705,352.5,58.7,-0.19999999999999574
706,353.0,58.6,-0.20000000000000284
707,353.5,58.5,-0.20000000000000284
708,354.0,58.4,-0.20000000000000284
709,354.5,58.3,-0.19999999999999574
710,355.0,58.2,-0.14999999999999147
711,355.5,58.150000000000006,-0.10000000000000142
712,356.0,58.1,-0.10000000000000853
713,356.5,58.05,-0.10000000000000142
714,357.0,58.0,-0.09999999999999432
715,357.5,57.95,-0.10000000000000142
716,358.0,57.9,-0.20000000000000284
717,358.5,57.75,-0.29999999999999716
718,359.0,57.6,-0.25
719,359.5,57.5,-0.20000000000000284
720,360.0,57.4,-0.20000000000000284
721,360.5,57.3,-0.19999999999999574
722,361.0,57.2,-0.14999999999999147
723,361.5,57.150000000000006,-0.10000000000000142
724,362.0,57.1,-0.10000000000000853
725,362.5,57.05,-0.10000000000000142
726,363.0,57.0,-0.04999999999999716
727,363.5,57.0,0.0
728,364.0,57.0,-0.04999999999999716
729,364.5,56.95,-0.10000000000000142
730,365.0,56.9,-0.05000000000000426
731,365.5,56.9,0.0
732,366.0,56.9,0.0
733,366.5,56.9,0.0
734,367.0,56.9,0.05000000000000426
735,367.5,56.95,0.10000000000000142
736,368.0,57.0,0.04999999999999716
737,368.5,57.0,0.0
738,369.0,57.0,0.0
739,369.5,57.0,0.0
740,370.0,57.0,0.0
741,370.5,57.0,0.0
742,371.0,57.0,0.0
743,371.5,57.0,0.0
744,372.0,57.0,0.0
745,372.5,57.0,0.0
746,373.0,57.0,0.0
747,373.5,57.0,0.0
748,374.0,57.0,0.0
749,374.5,57.0,0.0
750,375.0,57.0,0.0
751,375.5,57.0,0.0
752,376.0,57.0,-0.04999999999999716
753,376.5,56.95,-0.10000000000000142
754,377.0,56.9,-0.10000000000000853
755,377.5,56.849999999999994,-0.10000000000000142
756,378.0,56.8,-0.19999999999999574
757,378.5,56.65,-0.29999999999999716
758,379.0,56.5,-0.29999999999999716
759,379.5,56.35,-0.29999999999999716
760,380.0,56.2,-0.25
761,380.5,56.1,-0.20000000000000284
762,381.0,56.0,-0.10000000000000142
763,381.5,56.0,0.0
764,382.0,56.0,0.0
765,382.5,56.0,0.0
766,383.0,56.0,0.0
767,383.5,56.05,0.0
768,384.0,56.1,0.0
769,384.5,56.25,0.0
770,385.0,56.4,0.0
771,385.5,56.55,0.0
772,386.0,56.7,0.0
773,386.5,56.8,0.0
774,387.0,56.9,0.0
775,387.5,57.0,0.0
776,388.0,57.1,0.0
777,388.5,57.2,0.0
778,389.0,57.3,0.0
779,389.5,57.349999999999994,0.0
780,390.0,57.4,0.0
781,390.5,57.4,0.0
782,391.0,57.4,0.0
783,391.5,57.3,0.0
784,392.0,57.2,0.0
785,392.5,57.1,0.0
786,393.0,57.0,0.0
787,393.5,56.95,0.0
788,394.0,56.9,0.0
789,394.5,56.75,0.0
790,395.0,56.6,0.0
791,395.5,56.45,0.0
792,396.0,56.3,0.0
793,396.5,56.2,0.0
794,397.0,56.1,0.0
795,397.5,56.25,0.0
796,398.0,56.4,0.0
797,398.5,56.55,0.0
798,399.0,56.7,0.0
799,399.5,56.900000000000006,0.0
800,400.0,57.1,0.0
801,400.5,57.3,0.0
802,401.0,57.5,0.0
803,401.5,57.65,0.0
804,402.0,57.8,0.0
805,402.5,57.9,0.0
806,403.0,58.0,0.0
807,403.5,58.0,0.0
808,404.0,58.0,0.0
809,404.5,58.0,0.0
810,405.0,58.0,0.0
811,405.5,58.0,0.0
812,406.0,58.0,0.0
813,406.5,58.0,0.0
814,407.0,58.0,0.0
815,407.5,58.0,0.0
816,408.0,58.0,0.0
817,408.5,57.95,0.0
818,409.0,57.9,0.0
819,409.5,57.849999999999994,0.0
820,410.0,57.8,0.0
821,410.5,57.75,0.0
822,411.0,57.7,0.0
823,411.5,57.7,0.0
824,412.0,57.7,0.0
825,412.5,57.75,0.0
826,413.0,57.8,0.0
827,413.5,57.849999999999994,0.0
828,414.0,57.9,0.0
829,414.5,57.95,0.0
830,415.0,58.0,0.0
831,415.5,58.05,0.0
832,416.0,58.1,0.0
833,416.5,58.25,0.0
834,417.0,58.4,0.0
835,417.5,58.65,0.0
836,418.0,58.9,0.0
837,418.5,59.0,0.0
838,419.0,59.1,0.0
839,419.5,59.25,0.0
840,420.0,59.4,0.0
841,420.5,59.599999999999994,0.0
842,421.0,59.8,0.0
843,421.5,59.849999999999994,0.0
844,422.0,59.9,0.0
845,422.5,59.9,0.0
846,423.0,59.9,0.0
847,423.5,59.849999999999994,0.0
848,424.0,59.8,0.0
849,424.5,59.7,0.0
850,425.0,59.6,0.0
851,425.5,59.5,0.0
852,426.0,59.4,0.0
853,426.5,59.3,0.0
854,427.0,59.2,0.0
855,427.5,59.150000000000006,0.0
856,428.0,59.1,0.0
857,428.5,59.05,0.0
858,429.0,59.0,0.0
859,429.5,58.95,0.0
860,430.0,58.9,0.0
861,430.5,58.8,0.0
862,431.0,58.7,0.0
863,431.5,58.650000000000006,0.0
864,432.0,58.6,0.0
865,432.5,58.55,0.0
866,433.0,58.5,0.0
867,433.5,58.45,0.0
868,434.0,58.4,0.0
869,434.5,58.4,0.0
870,435.0,58.4,0.0
871,435.5,58.349999999999994,0.0
872,436.0,58.3,0.0
873,436.5,58.25,0.0
874,437.0,58.2,0.0
875,437.5,58.150000000000006,0.0
876,438.0,58.1,0.0
877,438.5,58.05,0.0
878,439.0,58.0,0.0
879,439.5,57.95,0.0
880,440.0,57.9,0.0
881,440.5,57.9,0.0
882,441.0,57.9,0.0
883,441.5,57.9,0.0
884,442.0,57.9,0.0
885,442.5,57.9,0.0
886,443.0,57.9,0.0
887,443.5,57.9,0.0
888,444.0,57.9,0.0
889,444.5,57.95,0.0
890,445.0,58.0,0.0
891,445.5,58.05,0.0
892,446.0,58.1,0.0
893,446.5,58.1,0.0
894,447.0,58.1,0.0
895,447.5,58.150000000000006,0.0
896,448.0,58.2,0.0
897,448.5,58.2,0.0
898,449.0,58.2,0.0
899,449.5,58.2,0.0
900,450.0,58.2,0.0
901,450.5,58.150000000000006,0.0
902,451.0,58.1,0.0
903,451.5,58.05,0.0
904,452.0,58.0,0.0
905,452.5,58.0,0.0
906,453.0,58.0,0.0
907,453.5,58.0,0.0
908,454.0,58.0,0.0
909,454.5,58.0,0.0
910,455.0,58.0,0.0
911,455.5,58.0,0.0
912,456.0,58.0,0.0
913,456.5,58.0,0.0
914,457.0,58.0,0.0
915,457.5,57.95,0.0
916,458.0,57.9,0.0
917,458.5,57.9,0.0
918,459.0,57.9,0.0
919,459.5,57.95,0.0
920,460.0,58.0,0.0
921,460.5,58.05,0.0
922,461.0,58.1,0.0
923,461.5,58.1,0.0
924,462.0,58.1,0.0
925,462.5,58.150000000000006,0.0
926,463.0,58.2,0.0
927,463.5,58.25,0.0
928,464.0,58.3,0.0
929,464.5,58.3,0.0
930,465.0,58.3,0.0
931,465.5,58.3,0.0
932,466.0,58.3,0.0
933,466.5,58.25,0.0
934,467.0,58.2,0.0
935,467.5,58.150000000000006,0.0
936,468.0,58.1,0.0
937,468.5,58.05,0.0
938,469.0,58.0,0.0
939,469.5,57.9,0.0
940,470.0,57.8,0.0
941,470.5,57.65,0.0
942,471.0,57.5,0.0
943,471.5,57.3,0.0
944,472.0,57.1,0.0
945,472.5,57.05,0.0
946,473.0,57.0,0.0
947,473.5,56.8,0.0
948,474.0,56.6,0.0
949,474.5,56.35,0.0
950,475.0,56.1,0.0
951,475.5,56.05,0.0
952,476.0,56.0,0.0
953,476.5,55.9,0.0
954,477.0,55.8,0.0
955,477.5,55.65,0.0
956,478.0,55.5,0.0
957,478.5,55.35,0.0
958,479.0,55.2,0.0
959,479.5,55.150000000000006,0.0
960,480.0,55.1,0.0
961,480.5,55.05,0.0
962,481.0,55.0,0.0
963,481.5,54.95,0.0
964,482.0,54.9,0.0
965,482.5,54.9,0.0
966,483.0,54.9,0.0
967,483.5,54.9,0.0
968,484.0,54.9,0.0
969,484.5,54.9,0.0
970,485.0,54.9,0.0
971,485.5,54.9,0.0
972,486.0,54.9,0.0
973,486.5,54.9,0.0
974,487.0,54.9,0.0
975,487.5,54.95,0.0
976,488.0,55.0,0.0
977,488.5,55.0,0.0
978,489.0,55.0,0.0
979,489.5,55.0,0.0
980,490.0,55.0,0.0
981,490.5,55.0,0.0
982,491.0,55.0,0.0
983,491.5,55.0,0.0
984,492.0,55.0,0.0
985,492.5,55.0,0.0
986,493.0,55.0,0.0
987,493.5,55.05,0.0
988,494.0,55.1,0.0
989,494.5,55.1,0.0
990,495.0,55.1,0.0
991,495.5,55.05,0.0
992,496.0,55.0,0.0
993,496.5,54.95,0.0
994,497.0,54.9,0.0
995,497.5,54.9,0.0
996,498.0,54.9,0.0
997,498.5,54.849999999999994,0.0
998,499.0,54.8,0.0
999,499.5,54.75,0.0
1000,500.0,54.7,0.0
1001,500.5,54.650000000000006,0.0
1002,501.0,54.6,0.0
1003,501.5,54.5,0.0
1004,502.0,54.4,0.0
1005,502.5,54.349999999999994,0.0
1006,503.0,54.3,0.0
1007,503.5,54.3,0.0
1008,504.0,54.3,0.0
1009,504.5,54.25,0.0
1010,505.0,54.2,0.0
1011,505.5,54.150000000000006,0.0
1012,506.0,54.1,0.0
1013,506.5,54.1,0.0
1014,507.0,54.1,0.0
1015,507.5,54.1,0.0
1016,508.0,54.1,0.0
1017,508.5,54.05,0.0
1018,509.0,54.0,0.0
1019,509.5,54.0,0.0
1020,510.0,54.0,0.0
1021,510.5,54.0,0.0
1022,511.0,54.0,0.0
1023,511.5,54.0,0.0
1024,512.0,54.0,0.0
1025,512.5,54.0,0.0
1026,513.0,54.0,0.0
1027,513.5,54.0,0.0
1028,514.0,54.0,0.0
1029,514.5,54.0,0.0
1030,515.0,54.0,0.0
1031,515.5,54.0,0.0
1032,516.0,54.0,0.0
1033,516.5,54.05,0.0
1034,517.0,54.1,0.0
1035,517.5,54.150000000000006,0.0
1036,518.0,54.2,0.0
1037,518.5,54.35,0.0
1038,519.0,54.5,0.0
1039,519.5,54.65,0.0
1040,520.0,54.8,0.0
1041,520.5,54.849999999999994,0.0
1042,521.0,54.9,0.0
1043,521.5,54.95,0.0
1044,522.0,55.0,0.0
1045,522.5,55.05,0.0
1046,523.0,55.1,0.0
1047,523.5,55.150000000000006,0.0
1048,524.0,55.2,0.0
1049,524.5,55.2,0.0
1050,525.0,55.2,0.0
1051,525.5,55.25,0.0
1052,526.0,55.3,0.0
1053,526.5,55.349999999999994,0.0
1054,527.0,55.4,0.0
1055,527.5,55.45,0.0
1056,528.0,55.5,0.0
1057,528.5,55.55,0.0
1058,529.0,55.6,0.0
1059,529.5,55.650000000000006,0.0
1060,530.0,55.7,0.0
1061,530.5,55.75,0.0
1062,531.0,55.8,0.0
1063,531.5,55.849999999999994,0.0
1064,532.0,55.9,0.0
1065,532.5,55.95,0.0
1066,533.0,56.0,0.0
1067,533.5,56.0,0.0
1068,534.0,56.0,0.0
1069,534.5,56.0,0.0
1070,535.0,56.0,0.0
1071,535.5,56.0,0.0
1072,536.0,56.0,0.0
1073,536.5,56.0,0.0
1074,537.0,56.0,0.0
1075,537.5,56.0,0.0
1076,538.0,56.0,0.0
1077,538.5,56.0,0.0
1078,539.0,56.0,0.0
1079,539.5,56.0,0.0
1080,540.0,56.0,0.0
1081,540.5,56.0,0.0
1082,541.0,56.0,0.0
1083,541.5,56.0,0.0
1084,542.0,56.0,0.0
1085,542.5,56.0,0.0
1086,543.0,56.0,0.0
1087,543.5,56.0,0.0
1088,544.0,56.0,0.0
1089,544.5,56.0,0.0
1090,545.0,56.0,0.0
1091,545.5,56.0,0.0
1092,546.0,56.0,0.0
1093,546.5,55.95,0.0
1094,547.0,55.9,0.0
1095,547.5,55.9,0.0
1096,548.0,55.9,0.0
1097,548.5,55.9,0.0
1098,549.0,55.9,0.0
1099,549.5,55.849999999999994,0.0
1100,550.0,55.8,0.0
1101,550.5,55.7,0.0
1102,551.0,55.6,0.0
1103,551.5,55.5,0.0
1104,552.0,55.4,0.0
1105,552.5,55.3,0.0
1106,553.0,55.2,0.0
1107,553.5,55.150000000000006,0.0
1108,554.0,55.1,0.0
1109,554.5,55.05,0.0
1110,555.0,55.0,0.0
1111,555.5,54.95,0.0
1112,556.0,54.9,0.0
1113,556.5,54.75,0.0
1114,557.0,54.6,0.0
1115,557.5,54.5,0.0
1116,558.0,54.4,0.0
1117,558.5,54.3,0.0
1118,559.0,54.2,0.0
1119,559.5,54.150000000000006,0.0
1120,560.0,54.1,0.0
1121,560.5,53.95,0.0
1122,561.0,53.8,0.0
1123,561.5,53.599999999999994,0.0
1124,562.0,53.4,0.0
1125,562.5,53.349999999999994,0.0
1126,563.0,53.3,0.0
1127,563.5,53.2,0.0
1128,564.0,53.1,0.0
1129,564.5,53.0,0.0
1130,565.0,52.9,0.0
1131,565.5,52.75,0.0
1132,566.0,52.6,0.0
1133,566.5,52.5,0.0
1134,567.0,52.4,0.0
1135,567.5,52.3,0.0
1136,568.0,52.2,0.0
1137,568.5,52.150000000000006,0.0
1138,569.0,52.1,0.0
1139,569.5,52.05,0.0
1140,570.0,52.0,0.0
1141,570.5,52.0,0.0
1142,571.0,52.0,0.0
1143,571.5,52.0,0.0
1144,572.0,52.0,0.0
1145,572.5,52.0,0.0
1146,573.0,52.0,0.0
1147,573.5,52.05,0.0
1148,574.0,52.1,0.0
1149,574.5,52.05,0.0
1150,575.0,52.0,0.0
1151,575.5,52.0,0.0
1152,576.0,52.0,0.0
1153,576.5,51.95,0.0
1154,577.0,51.9,0.0
1155,577.5,51.75,0.0
1156,578.0,51.6,0.0
1157,578.5,51.5,0.0
1158,579.0,51.4,0.0
1159,579.5,51.25,0.0
1160,580.0,51.1,0.0
1161,580.5,50.900000000000006,0.0
1162,581.0,50.7,0.0
1163,581.5,50.5,0.0
1164,582.0,50.3,0.0
1165,582.5,50.05,0.0
1166,583.0,49.8,0.0
1167,583.5,49.55,0.0
1168,584.0,49.3,0.0
1169,584.5,49.0,0.0
1170,585.0,48.7,0.0
1171,585.5,48.45,0.0
1172,586.0,48.2,0.0
1173,586.5,48.150000000000006,0.0
1174,587.0,48.1,0.0
1175,587.5,48.05,0.0
1176,588.0,48.0,0.0
1177,588.5,48.0,0.0
1178,589.0,48.0,0.0
1179,589.5,48.05,0.0
1180,590.0,48.1,0.0
1181,590.5,48.25,0.0
1182,591.0,48.4,0.0
1183,591.5,48.65,0.0
1184,592.0,48.9,0.0
1185,592.5,48.95,0.0
1186,593.0,49.0,0.0
1187,593.5,49.05,0.0
1188,594.0,49.1,0.0
1189,594.5,49.1,0.0
1190,595.0,49.1,0.0
1191,595.5,49.05,0.0
1192,596.0,49.0,0.0
1193,596.5,49.0,0.0
1194,597.0,49.0,0.0
1195,597.5,48.95,0.0
1196,598.0,48.9,0.0
1197,598.5,48.75,0.0
1198,599.0,48.6,0.0
1199,599.5,48.45,0.0
1200,600.0,48.3,0.0
1201,600.5,48.15,0.0
1202,601.0,48.0,0.0
1203,601.5,47.95,0.0
1204,602.0,47.9,0.0
1205,602.5,47.849999999999994,0.0
1206,603.0,47.8,0.0
1207,603.5,47.75,0.0
1208,604.0,47.7,0.0
1209,604.5,47.8,0.0
1210,605.0,47.9,0.0
1211,605.5,48.099999999999994,0.0
1212,606.0,48.3,0.0
1213,606.5,48.65,0.0
1214,607.0,49.0,0.0
1215,607.5,49.05,0.0
1216,608.0,49.1,0.0
1217,608.5,49.05,0.0
1218,609.0,49.0,0.0
1219,609.5,48.95,0.0
1220,610.0,48.9,0.0
1221,610.5,48.45,0.0
1222,611.0,48.0,0.0
1223,611.5,47.55,0.0
1224,612.0,47.1,0.0
1225,612.5,46.650000000000006,0.0
1226,613.0,46.2,0.0
1227,613.5,46.150000000000006,0.0
1228,614.0,46.1,0.0
1229,614.5,46.1,0.0
1230,615.0,46.1,0.0
1231,615.5,46.150000000000006,0.0
1232,616.0,46.2,0.0
1233,616.5,46.55,0.0
1234,617.0,46.9,0.0
1235,617.5,47.349999999999994,0.0
1236,618.0,47.8,0.0
1237,618.5,48.4,0.0
1238,619.0,49.0,0.0
1239,619.5,49.35,0.0
1240,620.0,49.7,0.0
1241,620.5,50.150000000000006,0.0
1242,621.0,50.6,0.0
1243,621.5,51.05,0.0
1244,622.0,51.5,0.0
1245,622.5,51.85,0.0
1246,623.0,52.2,0.0
1247,623.5,52.45,0.0
1248,624.0,52.7,0.0
1249,624.5,52.85,0.0
1250,625.0,53.0,0.0
1251,625.5,53.3,0.0
1252,626.0,53.6,0.0
1253,626.5,53.8,0.0
1254,627.0,54.0,0.0
1255,627.5,54.05,0.0
1256,628.0,54.1,0.0
1257,628.5,54.25,0.0
1258,629.0,54.4,0.0
1259,629.5,54.55,0.0
1260,630.0,54.7,0.0
1261,630.5,54.900000000000006,0.0
1262,631.0,55.1,0.0
1263,631.5,55.25,0.0
1264,632.0,55.4,0.0
1265,632.5,55.4,0.0
1266,633.0,55.4,0.0
1267,633.5,55.2,0.0
1268,634.0,55.0,0.0
1269,634.5,54.75,0.0
1270,635.0,54.5,0.0
1271,635.5,54.05,0.0
1272,636.0,53.6,0.0
1273,636.5,53.05,0.0
1274,637.0,52.5,0.0
1275,637.5,51.35,0.0
1276,638.0,50.2,0.0
1277,638.5,49.2,0.0
1278,639.0,48.2,0.0
1279,639.5,47.35,0.0
1280,640.0,46.5,0.0
1281,640.5,46.35,0.0
1282,641.0,46.2,0.0
1283,641.5,46.1,0.0
1284,642.0,46.0,0.0
1285,642.5,46.0,0.0
1286,643.0,46.0,0.0
1287,643.5,46.15,0.0
1288,644.0,46.3,0.0
1289,644.5,46.55,0.0
1290,645.0,46.8,0.0
1291,645.5,47.15,0.0
1292,646.0,47.5,0.0
1293,646.5,47.85,0.0
1294,647.0,48.2,0.0
1295,647.5,48.5,0.0
1296,648.0,48.8,0.0
1297,648.5,49.15,0.0
1298,649.0,49.5,0.0
1299,649.5,49.85,0.0
1300,650.0,50.2,0.0
1301,650.5,50.45,0.0
1302,651.0,50.7,0.0
1303,651.5,50.900000000000006,0.0
1304,652.0,51.1,0.0
1305,652.5,51.400000000000006,0.0
1306,653.0,51.7,0.0
1307,653.5,51.95,0.0
1308,654.0,52.2,0.0
1309,654.5,52.35,0.0
1310,655.0,52.5,0.0
1311,655.5,52.3,0.0
1312,656.0,52.1,0.0
1313,656.5,51.85,0.0
1314,657.0,51.6,0.0
1315,657.5,51.35,0.0
1316,658.0,51.1,0.0
1317,658.5,51.05,0.0
1318,659.0,51.0,0.0
1319,659.5,51.0,0.0
1320,660.0,51.0,0.0
1321,660.5,51.05,0.0
1322,661.0,51.1,0.0
1323,661.5,51.25,0.0
1324,662.0,51.4,0.0
1325,662.5,51.55,0.0
1326,663.0,51.7,0.0
1327,663.5,51.85,0.0
1328,664.0,52.0,0.0
1329,664.5,52.1,0.0
1330,665.0,52.2,0.0
1331,665.5,52.35,0.0
1332,666.0,52.5,0.0
1333,666.5,52.65,0.0
1334,667.0,52.8,0.0
1335,667.5,52.75,0.0
1336,668.0,52.7,0.0
1337,668.5,52.650000000000006,0.0
1338,669.0,52.6,0.0
1339,669.5,52.45,0.0
1340,670.0,52.3,0.0
1341,670.5,52.3,0.0
1342,671.0,52.3,0.0
1343,671.5,52.349999999999994,0.0
1344,672.0,52.4,0.0
1345,672.5,52.45,0.0
1346,673.0,52.5,0.0
1347,673.5,52.6,0.0
1348,674.0,52.7,0.0
1349,674.5,52.7,0.0
1350,675.0,52.7,0.0
1351,675.5,52.55,0.0
1352,676.0,52.4,0.0
1353,676.5,52.25,0.0
1354,677.0,52.1,0.0
1355,677.5,51.900000000000006,0.0
1356,678.0,51.7,0.0
1357,678.5,51.400000000000006,0.0
1358,679.0,51.1,0.0
1359,679.5,50.8,0.0
1360,680.0,50.5,0.0
1361,680.5,50.3,0.0
1362,681.0,50.1,0.0
1363,681.5,49.95,0.0
1364,682.0,49.8,0.0
1365,682.5,49.75,0.0
1366,683.0,49.7,0.0
1367,683.5,49.650000000000006,0.0
1368,684.0,49.6,0.0
1369,684.5,49.55,0.0
1370,685.0,49.5,0.0
1371,685.5,49.5,0.0
1372,686.0,49.5,0.0
1373,686.5,49.6,0.0
1374,687.0,49.7,0.0
1375,687.5,49.85,0.0
1376,688.0,50.0,0.0
1377,688.5,50.1,0.0
1378,689.0,50.2,0.0
1379,689.5,50.400000000000006,0.0
1380,690.0,50.6,0.0
1381,690.5,50.85,0.0
1382,691.0,51.1,0.0
1383,691.5,51.35,0.0
1384,692.0,51.6,0.0
1385,692.5,51.75,0.0
1386,693.0,51.9,0.0
1387,693.5,51.95,0.0
1388,694.0,52.0,0.0
1389,694.5,52.05,0.0
1390,695.0,52.1,0.0
1391,695.5,52.25,0.0
1392,696.0,52.4,0.0
1393,696.5,52.65,0.0
1394,697.0,52.9,0.0
1395,697.5,53.099999999999994,0.0
1396,698.0,53.3,0.0
1397,698.5,53.5,0.0
1398,699.0,53.7,0.0
1399,699.5,53.95,0.0
1400,700.0,54.2,0.0
1401,700.5,54.35,0.0
1402,701.0,54.5,0.0
1403,701.5,54.65,0.0
1404,702.0,54.8,0.0
1405,702.5,54.9,0.0
1406,703.0,55.0,0.0
1407,703.5,55.25,0.0
1408,704.0,55.5,0.0
1409,704.5,55.7,0.0
1410,705.0,55.9,0.0
1411,705.5,56.0,0.0
1412,706.0,56.1,0.0
1413,706.5,56.2,0.0
1414,707.0,56.3,0.0
1415,707.5,56.349999999999994,0.0
1416,708.0,56.4,0.0
1417,708.5,56.45,0.0
1418,709.0,56.5,0.0
1419,709.5,56.6,0.0
1420,710.0,56.7,0.0
1421,710.5,56.8,0.0
1422,711.0,56.9,0.0
1423,711.5,56.95,0.0
1424,712.0,57.0,0.0
1425,712.5,57.15,0.0
1426,713.0,57.3,0.0
1427,713.5,57.5,0.0
1428,714.0,57.7,0.0
1429,714.5,57.95,0.0
1430,715.0,58.2,0.0
1431,715.5,58.5,0.0
1432,716.0,58.8,0.0
1433,716.5,58.95,0.0
1434,717.0,59.1,0.0
1435,717.5,59.150000000000006,0.0
1436,718.0,59.2,0.0
1437,718.5,59.150000000000006,0.0
1438,719.0,59.1,0.0
1439,719.5,58.95,0.0
1440,720.0,58.8,0.0
1441,720.5,58.65,0.0
1442,721.0,58.5,0.0
1443,721.5,58.3,0.0
1444,722.0,58.1,0.0
1445,722.5,57.900000000000006,0.0
1446,723.0,57.7,0.0
1447,723.5,57.5,0.0
1448,724.0,57.3,0.0
1449,724.5,57.2,0.0
1450,725.0,57.1,0.0
1451,725.5,56.95,0.0
1452,726.0,56.8,0.0
1453,726.5,56.65,0.0
1454,727.0,56.5,0.0
1455,727.5,56.35,0.0
1456,728.0,56.2,0.0
1457,728.5,55.85,0.0
1458,729.0,55.5,0.0
1459,729.5,55.05,0.0
1460,730.0,54.6,0.0
1461,730.5,54.35,0.0
1462,731.0,54.1,0.0
1463,731.5,53.900000000000006,0.0
1464,732.0,53.7,0.0
1465,732.5,53.45,0.0
1466,733.0,53.2,0.0
1467,733.5,53.05,0.0
1468,734.0,52.9,0.0
1469,734.5,52.7,0.0
1470,735.0,52.5,0.0
1471,735.5,52.25,0.0
1472,736.0,52.0,0.0
1473,736.5,51.65,0.0
1474,737.0,51.3,0.0
1475,737.5,50.9,0.0
1476,738.0,50.5,0.0
1477,738.5,50.0,0.0
1478,739.0,49.5,0.0
1479,739.5,49.0,0.0
1480,740.0,48.5,0.0
1481,740.5,48.05,0.0
1482,741.0,47.6,0.0
1483,741.5,47.2,0.0
1484,742.0,46.8,0.0
1485,742.5,46.2,0.0
1486,743.0,45.6,0.0
1487,743.5,44.900000000000006,0.0
1488,744.0,44.2,0.0
1489,744.5,43.35,0.0
1490,745.0,42.5,0.0
1491,745.5,40.85,0.0
1492,746.0,39.2,0.0
1493,746.5,37.55,0.0
1494,747.0,35.9,0.0
1495,747.5,34.25,0.0
1496,748.0,32.6,0.0
1497,748.5,30.950000000000003,0.0
1498,749.0,29.3,0.0
1499,749.5,28.05,0.0
1500,750.0,26.8,0.0
1501,750.5,25.65,0.0
1502,751.0,24.5,0.0
1503,751.5,23.0,0.0
1504,752.0,21.5,0.0
1505,752.5,20.5,0.0
1506,753.0,19.5,0.0
1507,753.5,18.45,0.0
1508,754.0,17.4,0.0
1509,754.5,16.25,0.0
1510,755.0,15.1,0.0
1511,755.5,13.75,0.0
1512,756.0,12.4,0.0
1513,756.5,11.05,0.0
1514,757.0,9.7,0.0
1515,757.5,8.35,0.0
1516,758.0,7.0,0.0
1517,758.5,6.0,0.0
1518,759.0,5.0,0.0
1519,759.5,4.15,0.0
1520,760.0,3.3,0.0
1521,760.5,2.65,0.0
1522,761.0,2.0,0.0
1523,761.5,1.35,0.0
1524,762.0,0.7,0.0
1525,762.5,0.35,0.0
1526,763.0,0.0,0.0
1527,763.5,0.0,0.0
1528,764.0,0.0,0.0
1529,764.5,,0.0
1530,765.0,,0.0
